index,clase,DEM,ENTIDAD,year,FUENTE_INF,LATITUD,LONGITUD,LAT,LON,LITOLOGIA,MUNICIPIO,Moisture,NBR,NDVI,NDWI,PRE_ANUAL,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B7,SWIR,TIPO,slope
1_0000000000000000027d,1,2678,Puebla,2015,Campo_2015,19 20 34.308,-97 17 36.372,19.342863,-97.293437,Basalto,Guadalupe Victoria,0.0472030080,0.2471345660,0.426256657,-0.479330629,592,0.03265,0.04216500,0.06900500,0.08055500,0.20188500,0.12304250,0.18860250,Cado,11.36259324
1_0000000000000000027f,1,2702,Puebla,2015,Campo_2015,19 20 37.872,-97 17 28.044,19.343853,-97.291123,Basalto,Guadalupe Victoria,0.1269175560,0.3107427660,0.453905910,-0.467284203,606,0.03335125,0.04497000,0.06996750,0.07242875,0.20396125,0.10819250,0.14845250,Cado,22.88642884
1_00000000000000000280,1,2580,Puebla,2015,Campo_2015,19 20 40.890,-97 18 6.606,19.344692,-97.301835,Toba rioltica,Guadalupe Victoria,-0.0314079040,0.0717227760,0.204116553,-0.289101571,505,0.06413750,0.08014250,0.11949500,0.14672000,0.20815500,0.18951000,0.22666250,Cado,8.28345064
1_00000000000000000281,1,2805,Puebla,2015,Campo_2015,19 21 22.511,-97 15 56.037,19.356253,-97.265566,Toba rioltica,Lafragua,0.0221612790,0.1329483690,0.273861945,-0.326959670,806,0.01910625,0.02631125,0.04337500,0.04864125,0.08429500,0.06734125,0.08162750,Cado,29.15515953
1_000000000000000002e9,1,2858,Puebla,2015,Campo_2015,19 21 4.164,-97 13 34.656,19.351157,-97.226293,Andesita-Dacita,Lafragua,0.0077913860,0.1372755910,0.487790972,-0.538454711,1084,0.02049500,0.02823625,0.05150125,0.06020500,0.18638875,0.12843250,0.16080000,Cado,23.01113873
1_000000000000000002f2,1,3129,Puebla,2015,Campo_2015,19 19 3.324,-97 13 38.281,19.31759,-97.2273,Toba rioltica,Chilchotla,0.1445679070,0.4045633380,0.764761388,-0.709988356,1149,0.01007250,0.01290500,0.03163250,0.02715000,0.17373875,0.07549500,0.13840125,Cado,5.629007065
1_0000000000000000001d,1,1010,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 19 11.052,-97 2 3.762,19.319737,-97.034378,Toba andestica,Ixhuacn de los Reyes,0.3043535350,0.5612952110,0.776023388,-0.706642747,1860,0.02096250,0.02682000,0.05239500,0.03663750,0.28655750,0.08036250,0.15871000,Cado,24.23317886
1_0000000000000000001e,1,1128,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 19 22.158,-97 1 56.586,19.322822,-97.032385,Toba andestica,Ixhuacn de los Reyes,0.3854400220,0.6651812200,0.828463316,-0.765223920,1883,0.02365750,0.02332750,0.04057000,0.02855250,0.32093250,0.06356000,0.13701250,Cado,23.13843196
1_0000000000000000001f,1,1216,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 19 33.504,-97 1 57.576,19.325973,-97.03266,Toba andestica,Ixhuacn de los Reyes,0.3347295820,0.6145446900,0.805492401,-0.737001598,1950,0.02277750,0.02533500,0.04884750,0.03181125,0.32343500,0.07467000,0.15743125,Cado,31.85364593
1_00000000000000000020,1,1276,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 19 36.894,-97 1 54.090,19.326915,-97.031692,Toba andestica,Ixhuacn de los Reyes,0.3617723880,0.6510136130,0.838170707,-0.766856730,1950,0.02173250,0.02459250,0.04444750,0.03035375,0.33970125,0.07472500,0.16053875,Cado,32.19264672
1_00000000000000000021,1,1314,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 19 37.686,-97 2 2.586,19.327135,-97.034052,Toba andestica,Ixhuacn de los Reyes,0.31072098,0.6156359910,0.800216198,-0.734337330,1967,0.02314875,0.02624250,0.04909500,0.03665125,0.33703375,0.07747500,0.17323000,Cado,33.88658153
1_00000000000000000022,1,1297,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 19 38.568,-97 1 59.178,19.32738,-97.033105,Toba andestica,Ixhuacn de los Reyes,0.3088897470,0.6013050680,0.806779206,-0.745704412,1981,0.02335500,0.02822250,0.05547500,0.03889250,0.38247750,0.09447000,0.19946500,Cado,33.19721711
1_00000000000000000024,1,1490,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 20 45.090,-97 4 2.274,19.345858,-97.067298,Toba andestica,Ixhuacn de los Reyes,0.3418320120,0.6240245100,0.835203409,-0.747893155,2015,0.01513250,0.01659000,0.04139500,0.02484000,0.27723500,0.06056250,0.13184250,Cado,4.989079501
1_0000000000000000027b,1,1463,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 19 23.280,-97 4 33.278,19.323133,-97.075911,Caliza-Doloma,Ixhuacn de los Reyes,0.2254728230,0.5056437850,0.747748494,-0.689970374,2074,0.02385000,0.02737000,0.05212000,0.03771000,0.30459750,0.08844750,0.17358750,Cado,50.36091036
1_00000000000000000283,1,1031,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 20 53.694,-96 57 42.564,19.348248,-96.961823,Toba andestica,Cosautln de Carvajal,0.3166854680,0.5835208890,0.773047686,-0.702647924,1783,0.01638375,0.01910625,0.04461250,0.03310375,0.25728375,0.06780875,0.13240625,Cado,21.4620501
1_00000000000000000285,1,984,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 20 57.120,-96 58 5.370,19.3492,-96.968158,Toba andestica,Cosautln de Carvajal,0.2171923520,0.4617853160,0.684996128,-0.643133402,1774,0.02338250,0.02680625,0.05400375,0.04582250,0.24921250,0.09411250,0.16353625,Cado,21.81731012
1_00000000000000000287,1,1070,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 21 13.254,-96 58 15.618,19.353682,-96.971005,Toba andestica,Cosautln de Carvajal,0.2360139340,0.5133634810,0.736026824,-0.687035203,1835,0.01771750,0.02539000,0.05476000,0.04128500,0.31909000,0.08927250,0.17749250,Cado,17.08850808
1_00000000000000000288,1,1113,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 21 24.954,-96 58 26.214,19.356932,-96.973948,Toba andestica,Teocelo,0.2327177080,0.4964931310,0.660977542,-0.646811247,1870,0.02801625,0.03130250,0.05583250,0.05374250,0.25145375,0.08916250,0.16144625,Cado,19.05056097
1_00000000000000000298,1,1840,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 57 38.809,-97 8 23.671,18.96078,-97.139909,Lutita-Caliza,La Perla,0.0838108140,0.2538295690,0.482179314,-0.478549033,1495,0.05426500,0.06163500,0.09953000,0.09788000,0.27679500,0.16363250,0.22405000,Cado,26.5502108
1_000000000000000002e7,1,1362,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 20 23.478,-97 1 43.134,19.339855,-97.028648,Toba andestica,Ixhuacn de los Reyes,0.3761051000,0.6818141940,0.847360611,-0.771008015,2011,0.02398750,0.02244750,0.03837000,0.02371250,0.30762250,0.05800500,0.13797500,Cado,32.25990683
1_00000000000000000025,1,1019,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 19 10.688,-97 1 53.970,19.319636,-97.031658,Toba andestica,Ixhuacn de los Reyes,0.2904423480,0.5626922850,0.746725202,-0.676397741,1870,0.02869000,0.03058750,0.05804625,0.04521750,0.32080875,0.08920375,0.17813875,Deslizamiento,30.84424642
1_00000000000000000026,1,1345,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 19 49.290,-97 1 57.552,19.330358,-97.032653,Toba andestica,Ixhuacn de los Reyes,0.3005661070,0.5589304570,0.783510089,-0.737816453,1995,0.02539000,0.02339625,0.04286625,0.03244375,0.28197875,0.07159000,0.15083125,Deslizamiento,17.09620371
1_00000000000000000027,1,1473,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 20 47.022,-97 3 48.840,19.346395,-97.063567,Toba andestica,Ixhuacn de los Reyes,0.3244726960,0.6197028760,0.823772192,-0.764379442,2004,0.02569250,0.02668250,0.05080000,0.03566125,0.37508000,0.08580750,0.18667750,Deslizamiento,9.194476816
1_00000000000000000289,1,1008,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 20 54.576,-96 57 49.806,19.348493,-96.963835,Toba andestica,Cosautln de Carvajal,0.2711658780,0.5436239840,0.731398165,-0.693347752,1787,0.02094875,0.02539000,0.05278000,0.04399375,0.29108125,0.08457000,0.16613500,Deslizamiento,24.38334407
1_0000000000000000028a,1,992,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 20 55.716,-96 58 7.830,19.34881,-96.968842,Toba andestica,Cosautln de Carvajal,0.2583945390,0.5346585510,0.745547295,-0.715094864,1769,0.02239250,0.02908875,0.05899500,0.05250500,0.35438625,0.10963625,0.20579000,Deslizamiento,17.85314949
1_0000000000000000028b,1,1066,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 21 5.226,-96 58 2.802,19.351452,-96.967445,Toba andestica,Cosautln de Carvajal,0.1074920670,0.3945249020,0.622380495,-0.613642156,1793,0.02792000,0.03390125,0.06559500,0.06471500,0.29159000,0.12272625,0.23340000,Deslizamiento,18.51470771
1_00000000000000000269,1,2785,Puebla,2015,Campo_2015,19 20 13.344,-97 16 51.165,19.33704,-97.280879,Basalto,Lafragua,-0.0152232870,0.1084424480,0.302341789,-0.379950821,808,0.03409375,0.05133625,0.09247625,0.10943000,0.19550500,0.15187625,0.19336000,Flujo,22.03289701
1_0000000000000000026a,1,2773,Puebla,2015,Campo_2015,19 20 15.864,-97 16 58.158,19.33774,-97.282822,Basalto,Guadalupe Victoria,0.0380514710,0.1818156090,0.309450358,-0.393866152,795,0.03487750,0.05071750,0.08298875,0.10163375,0.18706250,0.13936375,0.18361125,Flujo,6.46486075
1_0000000000000000026b,1,2767,Puebla,2015,Campo_2015,19 20 17.316,-97 17 3.780,19.338143,-97.284383,Basalto,Guadalupe Victoria,0.0542213810,0.1782562880,0.262848854,-0.335791260,742,0.05085500,0.06668125,0.10520875,0.12580625,0.22087375,0.14959375,0.19263125,Flujo,12.12162801
1_0000000000000000026c,1,2821,Puebla,2015,Campo_2015,19 20 26.172,-97 16 43.158,19.340603,-97.278655,Basalto,Lafragua,0.0627769230,0.2385625690,0.441459388,-0.509195268,939,0.03064250,0.04125750,0.07794250,0.08602750,0.26212375,0.14056000,0.21079500,Flujo,21.95163053
1_00000000000000000011,1,1469,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 21 0.890,-97 3 19.703,19.350247,-97.055473,Toba andestica,Ixhuacn de los Reyes,0.3515436650,0.6553082470,0.863974929,-0.770940542,2029,0.02294250,0.02361625,0.04685375,0.02775500,0.37325125,0.07916625,0.17585625,Flujo,25.16220251
1_00000000000000000015,1,1043,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 19 13.518,-97 2 3.906,19.320422,-97.034418,Toba andestica,Ixhuacn de los Reyes,0.3036811650,0.5590838790,0.739930570,-0.694738269,1860,0.02863500,0.03265000,0.05918750,0.04783000,0.32629500,0.09240750,0.18390000,Flujo,29.34935627
1_00000000000000000255,1,2355,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 47 21.928,-97 19 43.133,18.789424,-97.328648,Caliza-Lutita,Aquila,0.1074099840,0.3000885550,0.477230936,-0.488259971,552,0.04549250,0.05495250,0.09884250,0.10140000,0.28633750,0.15450250,0.22908250,Flujo,41.62950475
1_00000000000000000259,1,1624,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 49 25.696,-97 11 20.653,18.823804,-97.18907,Caliza-Doloma,Nogales,0.2149736290,0.4411249460,0.636124015,-0.596201718,1237,0.03276000,0.03432750,0.06191000,0.05547500,0.24182875,0.09565250,0.15862750,Flujo,20.33570725
1_0000000000000000025a,1,1549,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 49 27.434,-97 11 8.762,18.824287,-97.185767,Caliza-Doloma,Nogales,0.3374410270,0.6373040080,0.810547829,-0.743567050,1218,0.02683375,0.02757625,0.04942500,0.03579875,0.35037125,0.07802500,0.16887125,Flujo,10.99529617
1_0000000000000000025d,1,2161,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 50 41.318,-97 12 17.989,18.844811,-97.204997,Caliza-Doloma,Nogales,0.2894800010,0.5481960770,0.743555963,-0.680247545,1102,0.03548250,0.03820500,0.06584250,0.05335750,0.36405250,0.10269250,0.19894250,Flujo,25.22099734
1_0000000000000000025e,1,2385,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 51 18.519,-97 12 42.217,18.855144,-97.211727,Caliza-Doloma,Nogales,0.3066127900,0.5383051040,0.676507831,-0.660188317,811,0.02706750,0.03827375,0.06262500,0.06089250,0.29325375,0.09134875,0.15613875,Flujo,25.95851768
1_00000000000000000262,1,1310,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 58 49.426,-96 55 14.955,18.980396,-96.920821,Caliza-Doloma,Crdoba,0.3023348450,0.5668873790,0.769874990,-0.726331890,2300,0.01942250,0.02082500,0.04774750,0.03592250,0.27630000,0.08132500,0.15593250,Flujo,18.67240869
1_00000000000000000263,1,1297,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 58 55.607,-96 55 13.004,18.982113,-96.920279,Caliza-Doloma,Crdoba,0.3112811450,0.5898103120,0.815764248,-0.727012157,2294,0.01923000,0.01934000,0.03905750,0.02352000,0.27517250,0.05781250,0.12359250,Flujo,16.60109774
1_00000000000000000264,1,1293,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 58 56.616,-96 55 12.325,18.982393,-96.92009,Caliza-Doloma,Crdoba,0.3258388940,0.5860195160,0.808757842,-0.715562820,2294,0.02027500,0.02013750,0.03721500,0.02442750,0.22911000,0.05594250,0.11451750,Flujo,20.34516055
1_00000000000000000265,1,1243,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 59 11.443,-96 55 22.024,18.986512,-96.922784,Caliza-Doloma,Crdoba,0.3239405160,0.6007922890,0.792761505,-0.731633723,2283,0.02343750,0.02363000,0.04420000,0.03146750,0.27294500,0.07016000,0.14365375,Flujo,25.33737209
1_00000000000000000266,1,1216,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 59 14.953,-96 55 30.221,18.987487,-96.925061,Caliza-Doloma,Crdoba,0.2877639830,0.5388322470,0.723981798,-0.682966888,2279,0.02880000,0.02646250,0.05795000,0.04466750,0.30721000,0.08481750,0.16665750,Flujo,27.5877488
1_0000000000000000026d,1,1079,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 20 55.728,-96 57 26.892,19.348813,-96.95747,Toba andestica,Cosautln de Carvajal,0.1243532230,0.2984125910,0.466520637,-0.488363564,1750,0.03640375,0.05408625,0.09819625,0.10868750,0.30023875,0.15916375,0.23032000,Flujo,10.01622499
1_00000000000000000017,1,4452,Puebla,2015,Campo_2015,19 0 39.205,-97 16 54.312,19.01089,-97.281753,Dacita-Andesita,Atzitzintla,-0.0468547600,0.0121575150,0.086377949,-0.179553360,2063,0.03623875,0.05557125,0.08987750,0.10798625,0.12917500,0.12256125,0.13885500,Cado,15.13975382
1_00000000000000000019,1,4253,Puebla,2015,Campo_2015,19 3 29.201,-97 16 11.861,19.058111,-97.269961,Dacita-Andesita,Tlachichuca,-0.0263818220,0.0287256150,0.067625247,-0.165550202,1993,0.05649250,0.08448750,0.12450000,0.15585000,0.17460500,0.14938750,0.16264250,Cado,14.61996747
1_00000000000000000023,1,3067,Puebla,2015,Campo_2015,19 20 37.428,-97 13 50.718,19.34373,-97.230755,Andesita-Dacita,Lafragua,0.1538135110,0.3661493060,0.655159473,-0.645515800,1302,0.01188750,0.01923000,0.04931500,0.04972750,0.20312250,0.09315000,0.15475000,Cado,26.61286153
1_0000000000000000027a,1,1663,Puebla,2015,Campo_2015,19 17 50.707,-97 5 47.314,19.297419,-97.096476,Andesita-Dacita,Quimixtln,0.2228406070,0.4878491160,0.690967917,-0.642810047,2409,0.02814000,0.03039500,0.05698750,0.04937000,0.26967250,0.09427750,0.17455000,Cado,30.62398858
1_0000000000000000027c,1,2753,Puebla,2015,Campo_2015,19 20 22.380,-97 17 8.310,19.33955,-97.285642,Basalto,Guadalupe Victoria,0.0124315660,0.1736326660,0.351255447,-0.396352917,693,0.03817750,0.04673000,0.07417500,0.08853000,0.17642000,0.12947750,0.17518250,Cado,11.15891561
1_0000000000000000027e,1,2718,Puebla,2015,Campo_2015,19 20 37.272,-97 17 23.304,19.343687,-97.289807,Basalto,Guadalupe Victoria,0.0134614030,0.2003116760,0.486814618,-0.552058935,612,0.01742875,0.02352000,0.04664750,0.05568125,0.14920875,0.10698250,0.14564750,Cado,28.82769171
1_00000000000000000284,1,2757,Puebla,2015,Campo_2015,19 21 30.235,-97 16 1.756,19.358399,-97.267154,Basalto,Lafragua,0.0649120730,0.1543858350,0.291377127,-0.348461390,771,0.01907875,0.02442750,0.03982750,0.04605625,0.08342875,0.06269375,0.07271750,Cado,34.20360285
1_00000000000000000299,1,1450,Puebla,2015,Campo_2015,19 12 24.197,-97 3 6.118,19.206721,-97.051699,Caliza-Doloma,Chichiquila,0.0081969510,0.1807977260,0.403222233,-0.440419972,2023,0.03735250,0.04706000,0.07989500,0.08974000,0.20056500,0.14204500,0.19822750,Cado,34.14002555
1_000000000000000002e0,1,2538,Puebla,2015,Campo_2015,19 14 16.365,-97 11 30.502,19.237879,-97.191806,Andesita-Dacita,Chilchotla,0.2679665980,0.5612491370,0.813942075,-0.743038535,915,0.01418375,0.01397750,0.02811250,0.01928500,0.21089125,0.05517250,0.12283625,Cado,8.052649033
1_000000000000000002e1,1,2166,Puebla,2015,Campo_2015,19 15 25.331,-97 10 40.025,19.257036,-97.177785,Andesita-Dacita,Chilchotla,0.2134465580,0.4614748950,0.667010128,-0.624010861,1371,0.02460625,0.03166000,0.05557125,0.04890250,0.23117250,0.09122500,0.15057000,Cado,32.83274966
1_000000000000000002e2,1,2979,Puebla,2015,Campo_2015,19 16 3.533,-97 15 12.101,19.267648,-97.253361,Toba rioltica,Lafragua,0.4182440940,0.6565746670,0.811165094,-0.758102596,1192,0.01155750,0.01355125,0.03643125,0.02588500,0.24385000,0.05657500,0.11219375,Cado,25.83865518
1_000000000000000002e3,1,2841,Puebla,2015,Campo_2015,19 16 14.498,-97 17 44.182,19.270694,-97.295606,Pumicita,Lafragua,0.0768429120,0.2494048330,0.379616499,-0.444432139,812,0.03922250,0.04917750,0.08102250,0.09485500,0.21307750,0.13156750,0.17163500,Cado,8.777867707
1_000000000000000002e4,1,2645,Puebla,2015,Campo_2015,19 16 24.851,-97 18 30.859,19.27357,-97.308572,Dacita-Andesita,Lafragua,0.0525397960,0.2045792940,0.419737488,-0.460079461,593,0.03732500,0.04543750,0.06628250,0.07126000,0.17647500,0.11674500,0.15618000,Cado,9.14785448
1_000000000000000002e5,1,2950,Puebla,2015,Campo_2015,19 18 29.421,-97 17 4.282,19.308173,-97.284523,Basalto,Lafragua,0.0398425800,0.1974172290,0.459464103,-0.474929303,1111,0.02728750,0.03347500,0.06521000,0.06884000,0.19006000,0.10816500,0.17463250,Cado,12.66967666
1_00000000000000000007,1,1186,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 57 18.417,-96 55 49.509,18.955116,-96.930419,Caliza-Doloma,Crdoba,0.3425020280,0.6326886420,0.798643351,-0.731582940,2285,0.02932250,0.02915750,0.05267000,0.03724250,0.32310500,0.07497250,0.16374250,Cado,13.20148314
1_00000000000000000016,1,1518,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 59 29.070,-96 53 47.570,18.991408,-96.896547,Lutita-Caliza,Ixhuatln del Caf,0.3669883310,0.6432257890,0.831390202,-0.745549142,2321,0.02290125,0.02232375,0.04124375,0.02660000,0.28006750,0.06131875,0.13122375,Cado,26.92513799
1_00000000000000000018,1,4577,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 0 50.363,-97 16 37.100,19.01399,-97.276972,Andesita-Dacita,La Perla,-0.0391357840,-0.0293108880,0.032934275,-0.139020577,2123,0.06130500,0.08190250,0.11871125,0.14696750,0.15697750,0.16734500,0.17054875,Cado,14.55111796
1_0000000000000000001a,1,1733,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 11 40.987,-97 2 48.623,19.194719,-97.04684,Caliza-Doloma,Huatusco,0.3469764590,0.6267861720,0.859645188,-0.755202293,2171,0.01377125,0.01404625,0.02501875,0.01297375,0.18571500,0.03483625,0.08384125,Cado,17.16887795
1_0000000000000000001b,1,1567,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 11 42.174,-97 2 56.276,19.194937,-97.048966,Caliza-Doloma,Huatusco,0.2923181650,0.4998312590,0.709802389,-0.659136593,2102,0.02893750,0.03223750,0.05300000,0.03966250,0.24044000,0.08204000,0.15475000,Cado,38.66993771
1_0000000000000000001c,1,982,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 19 9.834,-97 1 45.546,19.319398,-97.029318,Toba andestica,Ixhuacn de los Reyes,0.1995846180,0.4684989150,0.656421602,-0.617378771,1882,0.03060125,0.03380500,0.06094750,0.05366000,0.24261250,0.09134875,0.15550625,Cado,22.19315333
1_00000000000000000271,1,2068,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 47 33.368,-97 19 9.659,18.792602,-97.31935,Caliza-Lutita,Aquila,0.1237966270,0.2987779080,0.458843678,-0.469226539,650,0.05881625,0.07300625,0.11763875,0.12210750,0.32662500,0.18263500,0.25933250,Cado,24.52905055
1_00000000000000000272,1,1809,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 59 26.033,-97 4 56.759,18.990565,-97.082433,Caliza-Doloma,Chocamn,0.2246580870,0.4632874430,0.600971758,-0.555672288,1774,0.03570250,0.03762750,0.05979250,0.05514500,0.21448000,0.08721000,0.15211000,Cado,32.60398213
1_00000000000000000273,1,1355,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 1 59.122,-97 1 37.148,19.033089,-97.026986,Lahar,Coscomatepec,0.2430129950,0.4686223270,0.606304765,-0.554996789,1989,0.03441000,0.03680250,0.05597000,0.05344000,0.19927250,0.07387250,0.12386750,Cado,33.41676156
