index,clase,DEM,ENTIDAD,year,FUENTE_INF,LATITUD,LONGITUD,LAT,LON,LITOLOGIA,MUNICIPIO,Moisture,NBR,NDVI,NDWI,PRE_ANUAL,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B7,SWIR,TIPO,slope
1_00000000000000000258,1,1532,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 49 19.156,-97 11 12.085,18.822099,-97.18669,Caliza-Doloma,Nogales,0.1598506420,0.3673771020,0.499573827,-0.535787046,1273,0.04202750,0.04653750,0.07033875,0.07824500,0.22659375,0.10945750,0.16844500,Flujo,18.14891701
1_0000000000000000025b,1,1774,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 49 48.887,-97 11 38.535,18.830246,-97.193982,Caliza-Doloma,Nogales,0.2744082210,0.5350386500,0.685227871,-0.669661105,1069,0.03061500,0.03313125,0.05595625,0.05334375,0.29403750,0.08906625,0.16753750,Flujo,16.35067632
1_0000000000000000025c,1,2034,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 50 38.171,-97 11 58.466,18.843936,-97.199574,Caliza-Doloma,Nogales,0.0112238870,0.2199606900,0.385254294,-0.437666953,1141,0.03819125,0.04501125,0.07641625,0.09145875,0.21024500,0.12685125,0.20075750,Flujo,26.2395607
1_0000000000000000025f,1,2436,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 53 11.306,-97 15 29.779,18.886474,-97.258272,Lahar,Maltrata,0.3261116150,0.5883654950,0.810975730,-0.732744277,692,0.01309750,0.01366125,0.02936375,0.01972500,0.21116625,0.05133625,0.10503000,Flujo,11.63700425
1_00000000000000000260,1,1599,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 55 36.346,-97 8 18.437,18.926763,-97.14401,Lahar,Mariano Escobedo,0.2852302190,0.5736315850,0.809651136,-0.725187898,1530,0.03262250,0.03204500,0.05421000,0.03790250,0.36034000,0.09386500,0.19448750,Flujo,25.0121483
1_00000000000000000261,1,1767,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 56 19.684,-97 8 50.033,18.943815,-97.147231,Lutita-Caliza,Mariano Escobedo,0.2923713920,0.5976986290,0.798166096,-0.726932108,1483,0.01913375,0.01788250,0.03210000,0.02435875,0.22275750,0.05663000,0.11619500,Flujo,16.07642044
1_00000000000000000267,1,1174,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 4 47.011,-96 52 23.497,19.079725,-96.873194,Lutita-Caliza,Tepatlaxco,0.2649402920,0.5589905380,0.811428845,-0.740269303,2083,0.02294250,0.02266750,0.04318250,0.02767250,0.29945500,0.07615500,0.16074500,Flujo,18.425982
1_00000000000000000268,1,1344,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 19 39.906,-97 1 42.330,19.327752,-97.028425,Toba andestica,Cosautln de Carvajal,0.3145429790,0.6055465940,0.808427811,-0.740945995,1997,0.02030250,0.02341000,0.04794000,0.03509750,0.29885000,0.07700750,0.15774750,Flujo,34.06872361
1_0000000000000000026e,1,1179,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 13 59.290,-96 54 42.146,19.233136,-96.911707,Lahar,Tenampa,0.2708144190,0.5559600590,0.750414371,-0.722771943,1897,0.02456500,0.02639375,0.04546500,0.03835625,0.28899125,0.08551875,0.16467750,Flujo,11.15870188
1_0000000000000000026f,1,1046,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 10 3.922,-96 52 56.911,19.167867,-96.882753,Lahar,Comapa,0.3480736020,0.6206380720,0.788858950,-0.730317712,1839,0.02683375,0.02704000,0.05356375,0.03797125,0.36412125,0.07695250,0.16166625,Flujo,7.380043742
1_000000000000000002c8,1,861,Veracruz de Ignacio de la Llave,2015,Campo_2015,18 53 57.860,-96 56 15.703,18.899406,-96.937695,Lahar,Crdoba,-0.0218276330,0.0567365590,0.289341241,-0.307334036,2084,0.07640250,0.08938250,0.11286750,0.11891750,0.21618500,0.19360750,0.22836750,Flujo,7.072547741
1_000000000000000002c9,1,1494,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 13 46.697,-96 59 52.879,19.229638,-96.998022,Toba andestica,Tlaltetela,0.2858707310,0.5683815480,0.649211109,-0.631617725,2010,0.03094500,0.03358500,0.06237750,0.05990250,0.28276250,0.07698000,0.15161500,Flujo,9.770817869
1_000000000000000002ca,1,1495,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 13 47.089,-96 59 53.046,19.229747,-96.998068,Toba andestica,Tlaltetela,0.2832995950,0.5748944880,0.643666208,-0.609296322,2010,0.03056000,0.02863500,0.06237750,0.06218500,0.27256000,0.07519250,0.14974500,Flujo,19.23627139
1_000000000000000002cd,1,1281,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 11 9.882,-96 57 18.982,19.186078,-96.955255,Lahar,Sochiapa,0.3408533040,0.6152430180,0.816886544,-0.739332199,1960,0.02204875,0.02118250,0.04048750,0.02217250,0.27690500,0.05580500,0.13199375,Flujo,29.01440745
1_000000000000000002ce,1,1791,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 11 47.902,-97 2 44.468,19.196636,-97.045686,Caliza-Doloma,Huatusco,0.2507421970,0.5347085600,0.733139873,-0.668146193,2215,0.02429000,0.02682000,0.05506250,0.04367750,0.28059000,0.07676000,0.15835250,Flujo,14.86260187
1_000000000000000002cf,1,1376,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 12 18.975,-96 57 6.524,19.202421,-96.951812,Toba andestica,Totutla,0.1691754460,0.3534772990,0.524421215,-0.532840252,1963,0.01701625,0.03043625,0.07676000,0.07846500,0.25364000,0.11719875,0.18234625,Flujo,15.3627069
1_000000000000000002d0,1,1069,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 17 8.032,-96 56 49.169,19.285564,-96.947269,Toba andestica,Tlaltetela,0.2384897770,0.5005804900,0.648052394,-0.640428126,1795,0.01896875,0.02398750,0.05427875,0.05397625,0.23928500,0.08198500,0.14641750,Flujo,21.31515165
1_000000000000000002d2,1,1473,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 14 12.033,-96 59 35.385,19.236676,-96.993162,Toba andestica,Tlaltetela,0.2118592110,0.4804472030,0.737265408,-0.692898154,1968,0.02519750,0.02572000,0.04575375,0.04018500,0.26084500,0.09492375,0.17269375,Flujo,2.780288516
1_000000000000000002d3,1,1198,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 14 57.662,-96 55 45.364,19.249351,-96.931212,Toba andestica,Totutla,0.2075303200,0.4491440060,0.572411180,-0.595251441,1933,0.02286000,0.03017500,0.07264875,0.07142500,0.26887500,0.10875625,0.18995000,Flujo,6.272038723
1_000000000000000002d4,1,2047,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 9 26.209,-97 4 1.049,19.15728,-97.066958,Toba andestica,Calcahualco,0.2816226180,0.5499163270,0.694019139,-0.652741373,1992,0.03028500,0.03460250,0.06530625,0.05429250,0.29865750,0.09250375,0.17478375,Flujo,9.970312224
1_000000000000000002d6,1,1334,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 10 17.281,-96 57 43.587,19.171467,-96.962096,Toba andestica,Huatusco,0.3037558500,0.5654847030,0.776493907,-0.697514117,1956,0.02543125,0.02767250,0.05339875,0.03830125,0.32736750,0.07687000,0.16294500,Flujo,19.86765143
1_000000000000000002d7,1,1192,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 10 13.801,-96 55 24.278,19.169945,-96.923411,Lahar,Sochiapa,0.3247828780,0.5960317850,0.831892967,-0.755941093,1937,0.02462000,0.02349250,0.04128500,0.02822250,0.30963000,0.07566000,0.16330250,Flujo,14.45067289
1_000000000000000002d8,1,1843,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 10 50.161,-97 2 39.742,19.179378,-97.044373,Caliza-Doloma,Huatusco,0.2973551150,0.5604322550,0.728564978,-0.646297991,2087,0.02739750,0.02995500,0.05925625,0.04908125,0.29973000,0.08682500,0.17045250,Flujo,13.37485704
1_000000000000000002db,1,1064,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 11 34.499,-96 53 3.898,19.192916,-96.884416,Lahar,Totutla,0.2697091400,0.5473224520,0.774393499,-0.715075374,1829,0.01848750,0.02321750,0.05058000,0.03325500,0.30050000,0.07315750,0.15915000,Flujo,6.841843288
1_000000000000000002dd,1,1270,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 12 27.264,-96 55 19.318,19.21324,-96.918919,Lahar,Totutla,0.2586182360,0.4950173500,0.674506962,-0.637692690,1972,0.03494625,0.03710500,0.05946250,0.05018125,0.26590500,0.09012500,0.15506625,Flujo,20.88796836
1_000000000000000002ea,1,1350,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 11 33.804,-96 57 20.808,19.192723,-96.95578,Toba andestica,Totutla,0.1777154650,0.3983655870,0.524722815,-0.522830665,1960,0.02624250,0.02779625,0.05830750,0.05906375,0.18605875,0.07816250,0.13193875,Flujo,5.477454647
1_000000000000000003cd,1,1545,Veracruz de Ignacio de la Llave,2015,Campo_2015,19 3 0.505,-97 3 41.590,19.05014,-97.061553,Lahar,Coscomatepec,0.3749165530,0.6405099030,0.810189784,-0.741864145,1916,0.02343750,0.03050500,0.06614500,0.04370500,0.43662500,0.09084000,0.19127000,Flujo,24.36330661
9_000000000000000001e1,1,4381,Puebla,2013,Google Earth_2013,19 2 11.554,-97 17 24.201,19.036543,-97.290056,Dacita-Andesita,Tlachichuca,-0.3113525210,-0.2052271370,0.297326356,-0.408643097,2017,0.00594750,0.01445875,0.03234750,0.03861750,0.07759875,0.11332125,0.13827750,Cado,30.55211626
9_000000000000000001e2,1,4394,Puebla,2013,Google Earth_2013,19 2 22.868,-97 17 17.794,19.039686,-97.288276,Dacita-Andesita,Tlachichuca,-0.1896531130,-0.1045839940,0.229162902,-0.307305485,2002,0.00930250,0.02668250,0.04959000,0.05869250,0.09359000,0.09661500,0.10866000,Cado,57.45697928
9_000000000000000001e7,1,3930,Puebla,2013,Google Earth_2013,19 8 33.347,-97 16 30.095,19.1426,-97.275026,Andesita-Dacita,Tlachichuca,-0.0430999360,0.0619293150,0.279107988,-0.361544251,1810,0.04138125,0.05432000,0.08696250,0.10445250,0.18533000,0.16522750,0.20310875,Cado,5.023114657
9_000000000000000001e8,1,3625,Puebla,2013,Google Earth_2013,19 9 8.150,-97 15 37.111,19.152264,-97.260309,Andesita-Dacita,Tlachichuca,-0.1068232800,0.0257237070,0.344135553,-0.406429589,1735,0.04481875,0.05671250,0.08351125,0.10082250,0.20207750,0.18262125,0.23505000,Cado,49.69599642
9_000000000000000001e9,1,3886,Puebla,2013,Google Earth_2013,19 9 20.751,-97 15 43.263,19.155764,-97.262017,Andesita-Dacita,Tlachichuca,-0.1140687990,0.0694774540,0.387703806,-0.440643996,1778,0.01914750,0.03424500,0.05916000,0.06389000,0.12386750,0.09565250,0.13107250,Cado,27.00045272
9_000000000000000001ea,1,3641,Puebla,2013,Google Earth_2013,19 9 37.448,-97 15 13.753,19.160402,-97.25382,Andesita-Dacita,Tlachichuca,0.1296644960,0.3281590340,0.590053380,-0.600214601,1650,0.01681000,0.02627000,0.05030500,0.05144625,0.16605250,0.08385500,0.13028875,Cado,38.78060852
9_0000000000000000022e,1,4348,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 0 16.975,-97 16 29.831,19.004715,-97.274953,Dacita-Andesita,La Perla,-0.1848929670,-0.1300547720,0.129999876,-0.233598843,2056,0.01117250,0.03182500,0.06771250,0.08446000,0.11127250,0.14157750,0.15843500,Cado,14.61839902
9_0000000000000000022f,1,4550,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 0 40.471,-97 16 33.282,19.011242,-97.275912,Andesita-Dacita,La Perla,-0.2327512950,-0.1819154770,0.127976343,-0.236860037,2101,0.01967000,0.03218250,0.05823875,0.07372125,0.09942000,0.14273250,0.15722500,Cado,20.65583876
9_00000000000000000230,1,3846,Puebla,2013,Spot_2013,19 2 3.316,-97 18 40.273,19.034254,-97.311187,Dacita-Andesita,Chalchicomula de Sesma,-0.0595395940,-0.0085283710,0.105842113,-0.156116366,1759,0.01522875,0.02046750,0.03025750,0.03392875,0.04044625,0.04076250,0.04574000,Deslizamiento,26.02823378
9_00000000000000000235,1,2639,Puebla,2013,Spot_2013,19 9 35.888,-97 13 39.026,19.16,-97.227514,Andesita-Dacita,Tlachichuca,0.0762621910,0.2901841100,0.519150496,-0.528372943,1118,0.02745250,0.03328250,0.04596000,0.04978250,0.17246000,0.10665250,0.12884500,Deslizamiento,13.93910979
9_000000000000000001e0,1,1137,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,18 59 41.563,-96 59 27.124,18.994879,-96.990868,Lahar,Tomatln,0.3782350720,0.6795112490,0.859007299,-0.767334640,2102,0.02251625,0.02067375,0.03441000,0.01983500,0.26594625,0.05122625,0.12268500,Deslizamiento,29.15702373
9_000000000000000001e3,1,1484,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,19 2 39.480,-97 2 14.726,19.048472,-97.037424,Lahar,Coscomatepec,0.1516271230,0.3595069050,0.245029122,-0.301537126,1950,0.03117875,0.04156000,0.07050375,0.07781875,0.12326250,0.05660250,0.08919000,Deslizamiento,29.97642978
9_000000000000000001e4,1,1864,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,19 3 41.967,-97 6 12.932,19.061657,-97.103585,Lahar,Coscomatepec,0.2285892070,0.4068285520,0.513669610,-0.513267100,1830,0.04143625,0.05229875,0.07401000,0.07376250,0.23513250,0.09833375,0.14655500,Deslizamiento,47.12692247
9_000000000000000001e5,1,1988,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,19 3 46.719,-97 7 38.505,19.062998,-97.127363,Caliza,Coscomatepec,0.0176543520,0.1525276150,0.350234330,-0.394134790,1747,0.05385250,0.06207500,0.09348000,0.10932000,0.23491250,0.17182750,0.22187750,Deslizamiento,12.11548341
9_000000000000000001e6,1,1915,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,19 3 45.290,-97 6 17.776,19.062553,-97.104938,Lahar,Coscomatepec,0.1142800750,0.1924102460,0.094489209,-0.184307083,1829,0.06114000,0.07095750,0.09584500,0.11306000,0.14069750,0.08569750,0.10175750,Deslizamiento,27.12309102
9_00000000000000000231,1,2847,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 3 16.586,-97 11 11.016,19.054438,-97.186407,Andesita-Dacita,Coscomatepec,0.0536547640,0.2273175270,0.418774813,-0.456697315,1238,0.04817375,0.05393500,0.07377625,0.07985375,0.19256250,0.12348250,0.17489375,Deslizamiento,32.53941831
9_00000000000000000232,1,1974,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 3 47.772,-97 7 42.322,19.06327,-97.128423,Caliza,Coscomatepec,0.1322602630,0.3526515960,0.634219408,-0.623300135,1747,0.01862500,0.02217250,0.03798500,0.03663750,0.16368750,0.07824500,0.12705750,Deslizamiento,38.83224838
9_00000000000000000233,1,1550,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 8 10.425,-97 0 37.150,19.136242,-97.010319,Caliza-Doloma,Huatusco,0.1120839640,0.3455649020,0.582102478,-0.551368773,2024,0.03776500,0.04175250,0.07346000,0.06911500,0.25402500,0.12348250,0.20282000,Deslizamiento,32.34436173
9_00000000000000000234,1,1989,Veracruz de Ignacio de la Llave,2013,Spot_2013,19 8 29.288,-97 9 17.520,19.141469,-97.154867,Andesita-Dacita,Calcahualco,0.0189726910,0.2661028210,0.595228910,-0.624322057,1549,0.03974500,0.04172500,0.06339500,0.07060000,0.26752750,0.17207500,0.28840000,Deslizamiento,23.08816572
9_000000000000000002b6,1,2348,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,18 49 59.189,-97 18 1.380,18.833108,-97.300383,Caliza-Lutita,Maltrata,-0.0204961880,0.0820948110,0.280620992,-0.315433264,584,0.05412750,0.06452250,0.08226000,0.08935500,0.16014000,0.12758000,0.16195500,Deslizamiento,32.55701735
9_000000000000000002c4,1,1827,Veracruz de Ignacio de la Llave,2013,Spot_2013,18 57 38.326,-97 8 25.627,18.960646,-97.140466,Lutita-Caliza,La Perla,0.1414434910,0.3149790760,0.571403980,-0.538159072,1495,0.04927375,0.05308250,0.08232875,0.07472500,0.27471875,0.14274625,0.20621625,Deslizamiento,30.49852767
9_000000000000000002c5,1,1836,Veracruz de Ignacio de la Llave,2013,Spot_2013,18 57 39.210,-97 8 23.056,18.960892,-97.139738,Lutita-Caliza,La Perla,0.1249037910,0.3162547050,0.549394608,-0.531315386,1495,0.04865500,0.04952125,0.08142125,0.07758500,0.26686750,0.13767250,0.20646375,Deslizamiento,28.1231927
9_00000000000000000393,1,2434,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,18 53 17.906,-97 15 1.629,18.888585,-97.250452,Lahar,Maltrata,0.3535690010,0.6463127730,0.869986236,-0.788268566,721,0.01220375,0.01583375,0.03761375,0.02258500,0.29900125,0.06798750,0.14439625,Deslizamiento,28.26699496
9_00000000000000000394,1,2508,Veracruz de Ignacio de la Llave,2013,Google Earth_2013,18 54 57.479,-97 11 6.228,18.915969,-97.185063,Caliza-Doloma,Ixhuatlancillo,0.1219470280,0.3333696420,0.644645989,-0.590571642,1065,0.03127500,0.03658250,0.06301000,0.05289000,0.24478500,0.12238250,0.19157250,Deslizamiento,48.71168484
9_000000000000000003a2,1,1812,Veracruz de Ignacio de la Llave,2013,Spot_2013,18 50 35.991,-97 15 6.906,18.843329,-97.251918,Lutita-Caliza,Maltrata,0.0056753260,0.2107044010,0.386370927,-0.427794963,941,0.03098625,0.03897500,0.08476250,0.09874625,0.20323250,0.13676500,0.21019000,Deslizamiento,26.36804662
9_000000000000000003a3,1,2400,Veracruz de Ignacio de la Llave,2013,Spot_2013,18 57 40.751,-97 11 41.397,18.96132,-97.194833,Lahar,Mariano Escobedo,0.2986353930,0.6079487800,0.846305668,-0.754236519,1141,0.02022000,0.01887250,0.03339250,0.01984875,0.22255125,0.05737250,0.12598500,Deslizamiento,37.820173
9_000000000000000001c4,1,3958,Puebla,2013,Google Earth_2013,19 1 31.099,-97 18 43.373,19.025305,-97.312048,Dacita-Andesita,Chalchicomula de Sesma,-0.0571203790,0.0526593180,0.311719447,-0.410562754,1823,0.03141250,0.04090000,0.06259750,0.07860250,0.15114750,0.14474000,0.16795000,Flujo,20.04020289
9_000000000000000001ce,1,3487,Puebla,2013,Google Earth_2013,19 5 15.847,-97 18 49.906,19.093302,-97.313863,Lahar,Tlachichuca,0.0570451170,0.1640490140,0.357424378,-0.448724777,1605,0.02562375,0.03216875,0.05089625,0.06265250,0.14326875,0.10096000,0.12322125,Flujo,11.36146882
9_000000000000000001cf,1,3814,Puebla,2013,Google Earth_2013,19 5 34.877,-97 16 13.067,19.092994,-97.270325,Andesita-Dacita,Tlachichuca,0.0348219420,0.2532972690,0.471544892,-0.539662898,1796,0.01132375,0.02595375,0.05966875,0.06871625,0.17277625,0.10940250,0.15923250,Flujo,24.19861091
9_000000000000000001d0,1,3711,Puebla,2013,Google Earth_2013,19 5 34.668,-97 16 0.190,19.092963,-97.266719,Andesita-Dacita,Tlachichuca,-0.1588785500,-0.0619398540,0.177251667,-0.240446448,1779,0.05557125,0.07274500,0.09887000,0.11427000,0.17151125,0.18641625,0.23538000,Flujo,27.99986006
9_000000000000000001d3,1,2767,Puebla,2013,Google Earth_2013,19 8 3.210,-97 13 49.218,19.134225,-97.230338,Andesita-Dacita,Tlachichuca,0.1438176630,0.3833585380,0.636488616,-0.621843696,1145,0.03006500,0.03663750,0.05916000,0.06235000,0.22740500,0.12452750,0.19184750,Flujo,43.51664898
9_000000000000000001d4,1,2740,Puebla,2013,Google Earth_2013,19 8 4.781,-97 13 53.859,19.134661,-97.231628,Andesita-Dacita,Tlachichuca,0.2933834490,0.5838352440,0.783161938,-0.683320463,1156,0.01758000,0.01939500,0.03320000,0.02511500,0.20337000,0.05663000,0.11108000,Flujo,36.85484605
9_000000000000000001d6,1,3229,Puebla,2013,Google Earth_2013,19 8 34.995,-97 13 38.437,19.143054,-97.227344,Andesita-Dacita,Tlachichuca,0.2596753540,0.5198414920,0.753645182,-0.686660230,1458,0.01584750,0.01956000,0.03655500,0.02819500,0.20070250,0.06512750,0.13401500,Flujo,43.36507647
9_000000000000000001d7,1,2657,Puebla,2013,Google Earth_2013,19 8 33.894,-97 12 54.510,19.144136,-97.215142,Andesita-Dacita,Tlachichuca,0.0984221550,0.3561361730,0.670456588,-0.640838683,979,0.02247500,0.02899250,0.05245000,0.04299000,0.23895500,0.10943000,0.18128750,Flujo,43.63131813
9_000000000000000001d8,1,2639,Puebla,2013,Google Earth_2013,19 8 37.365,-97 12 46.508,19.143739,-97.212919,Andesita-Dacita,Tlachichuca,0.1150184420,0.3686257900,0.634366930,-0.611221969,897,0.03045000,0.03391500,0.05217500,0.05214750,0.20554250,0.10753250,0.17636500,Flujo,39.5600169
9_000000000000000001d9,1,2520,Puebla,2013,Google Earth_2013,19 8 38.995,-97 12 24.932,19.144432,-97.206926,Andesita-Dacita,Tlachichuca,0.1522571440,0.4222090840,0.672812104,-0.634541512,1054,0.03012000,0.03573000,0.05676750,0.05195500,0.24566500,0.10951250,0.16726250,Flujo,33.99523742
9_000000000000000001da,1,2572,Puebla,2013,Google Earth_2013,19 8 46.436,-97 12 16.343,19.146235,-97.204539,Andesita-Dacita,Tlachichuca,0.1606795190,0.4293128850,0.702865481,-0.672336876,1140,0.03221000,0.03567500,0.05905000,0.04989250,0.29673250,0.10965000,0.20037250,Flujo,14.62257742
9_000000000000000001db,1,3850,Puebla,2013,Google Earth_2013,19 8 55.643,-97 16 52.977,19.14879,-97.281383,Andesita-Dacita,Tlachichuca,-0.0792632030,0.0718709680,0.332397848,-0.411905378,1789,0.02169125,0.03190750,0.05198250,0.06247375,0.12484375,0.10816500,0.14654125,Flujo,11.36173652
9_000000000000000001dc,1,3491,Puebla,2013,Google Earth_2013,19 9 3.506,-97 15 35.684,19.150974,-97.259912,Andesita-Dacita,Tlachichuca,0.0434121940,0.2212982770,0.431613326,-0.467443734,1710,0.02816750,0.04337500,0.06697000,0.07434000,0.21296750,0.13789250,0.19333250,Flujo,23.23866235
9_000000000000000001dd,1,3022,Puebla,2013,Google Earth_2013,19 9 6.255,-97 13 41.054,19.151737,-97.228071,Andesita-Dacita,Tlachichuca,0.2595888080,0.5124173160,0.744854867,-0.703680992,1308,0.01403250,0.01612250,0.03507000,0.03075250,0.17897750,0.06496250,0.12397750,Flujo,41.74587401
